date,open,high,low,close,volume
2024-04-25,10.5,10.62,10.48,10.61,111381224.0
2024-04-26,10.59,10.67,10.48,10.6,160762751.0
2024-04-29,10.56,10.9,10.52,10.81,216917737.0
2024-04-30,10.8,10.88,10.73,10.79,132455653.0
2024-05-06,10.96,11.11,10.84,10.89,178410057.0
2024-05-07,10.87,10.89,10.76,10.88,108705665.0
2024-05-08,10.84,10.88,10.71,10.73,122179127.0
2024-05-09,10.71,10.82,10.71,10.76,106946063.0
2024-05-10,10.77,10.96,10.76,10.94,176783561.0
2024-05-13,10.9,11.01,10.81,10.97,140249860.0
2024-05-14,11.0,11.06,10.88,10.91,107578391.0
2024-05-15,10.9,10.92,10.81,10.83,86829660.0
2024-05-16,10.85,11.21,10.83,11.17,307629165.0
2024-05-17,11.18,11.42,11.13,11.42,284174885.0
2024-05-20,11.43,11.53,11.31,11.38,217021030.0
2024-05-21,11.32,11.62,11.31,11.55,203004941.0
2024-05-22,11.56,11.74,11.46,11.56,211553138.0
2024-05-23,11.53,11.59,11.37,11.4,184162290.0
2024-05-24,11.37,11.49,11.3,11.31,139827584.0
2024-05-27,11.31,11.53,11.31,11.51,145436143.0
2024-05-28,11.5,11.58,11.36,11.4,120432285.0
2024-05-29,11.38,11.45,11.23,11.26,144481111.0
2024-05-30,11.24,11.34,11.06,11.12,132549635.0
2024-05-31,11.14,11.19,11.11,11.11,82670676.0
2024-06-03,11.12,11.13,10.91,10.98,132669675.0
2024-06-04,10.95,11.05,10.91,11.02,98100495.0
2024-06-05,11.04,11.07,10.87,10.87,101896775.0
2024-06-06,10.9,10.98,10.88,10.9,104933153.0
2024-06-07,10.92,11.01,10.89,10.99,117012604.0
2024-06-11,10.98,11.02,10.79,10.87,133762854.0
2024-06-12,10.85,10.91,10.78,10.88,95742635.0
2024-06-13,10.89,10.93,10.8,10.8,120350779.0
2024-06-14,10.15,10.23,9.99,10.18,163799047.0
2024-06-17,10.13,10.16,10.08,10.1,68121702.0
2024-06-18,10.11,10.16,10.04,10.08,70065308.0
2024-06-19,10.1,10.21,10.08,10.15,79618418.0
2024-06-20,10.16,10.17,10.05,10.05,62962757.0
2024-06-21,10.05,10.09,9.95,10.0,83054528.0
2024-06-24,9.97,10.07,9.88,9.98,94708154.0
2024-06-25,9.99,10.13,9.98,10.08,76999281.0
2024-06-26,10.06,10.13,10.02,10.08,62859871.0
2024-06-27,10.06,10.21,10.0,10.13,92888197.0
2024-06-28,10.1,10.26,10.09,10.15,91808992.0
